economy,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
DOM,8.86555,11.4832,14.8449,17.66,20.82,27.72,31.4,38.0,42.32,45.9,49.58,54.2158,63.8709,67.5712,74.822,79.7155,81.6173,85.243,81.5127,84.6161,91.0022
DZA,4.63448,5.84394,7.37598,9.45119,10.18,11.23,12.5,14.9,18.2,22.5,29.5,38.2,42.9455,47.6911,49.0385,55.7907,63.4727,72.2124,74.8319,76.9081,
EAP,,8.3,10.1,14.3,19.2,23.7,28.9,32.3,35.7,38.2,40.6,43.5,49.6,53.9,59.1,64.0,72.2,77.6,81.6,84.2,86.1
EAR,,,,,,,,,,,,,,,,,,,,,
EAS,,14.7,16.6,20.8,25.2,29.5,34.2,37.3,40.4,43.2,45.5,48.3,53.9,57.8,62.5,67.1,73.9,78.8,82.4,84.9,86.6
ECA,,8.9,11.6,16.3,20.6,25.0,30.1,34.9,39.4,43.2,48.6,51.9,56.2,60.6,65.8,70.3,74.5,79.1,82.0,84.6,85.8
ECS,,34.7,38.0,43.6,48.1,52.7,57.0,60.2,63.8,66.1,68.9,69.9,72.3,74.5,78.1,80.3,83.4,86.3,87.9,89.6,90.9
ECU,4.83444,5.99426,7.2,10.8,18.8,24.6,29.03,31.3668,35.1351,40.2791,45.5904,48.9404,54.0629,55.8,57.5,59.2,70.7,69.1148,69.7181,72.6943,77.1727
EGY,11.92,12.75,13.66,16.03,18.01,20.0,21.6,25.6,26.4,29.4,33.8946,37.8194,41.2481,44.9502,46.9243,57.2829,71.9142,72.056,72.1981,72.6899,
EMU,,,,,,,,,,,,,,,,,,,,,
ERI,,,,0.41,0.47,0.54,0.61,0.7,0.8,0.9,0.99,1.08373,1.17712,2.5,5.3,11.2,14.3494,18.3844,18.7092,20.0104,
ESP,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.09,69.81,71.635,76.1867,78.6896,80.5613,84.6022,86.1072,90.7187,93.2056,93.8975,94.4855,95.4456,95.7575
EST,53.2,61.45,63.51,66.19,70.58,72.5,74.1,76.5,78.3899,80.0043,84.2415,88.4097,87.2402,88.1025,89.357,90.2289,89.0583,90.9797,91.5202,93.1834,92.238
ETH,0.155335,0.21966,0.310593,0.37,0.45,0.54,0.75,1.1,2.9,4.6,7.7,13.8552,15.3669,15.6,15.9,16.0,16.0696,16.6981,,,
EUU,,,,,,,,,,,,,,,,,,,,,
FCS,,2.3,3.1,4.3,5.3,6.7,8.2,9.7,11.6,13.5,15.6,17.9,20.4,22.5,25.0,26.6,29.6,32.3,34.8,36.1,37.0
FIN,72.39,74.48,79.66,80.78,83.67,82.49,86.89,88.71,89.88,91.5144,86.5304,86.4221,87.7036,87.4689,88.89,89.6074,92.1703,92.8081,92.9888,93.5139,
FJI,7.41294,8.45364,9.60004,10.8978,13.0,17.0,20.0,28.0,33.7424,35.2,37.4,42.5,49.42,53.6474,58.2364,63.2179,68.6256,74.4958,78.2433,79.3485,
FRA,39.15,42.87,46.87,66.09,70.68,71.58,77.28,77.82,81.44,81.9198,83.7511,78.006,79.2698,80.5025,82.0432,83.3397,84.7064,86.0955,85.3333,86.8364,88.6538
FRO,66.5336,67.9026,69.3594,75.98,75.57,75.18,75.2,80.7322,85.3352,90.0,93.3,94.2,95.1087,97.582,,,,,,,
FSM,11.0179,11.8814,12.7503,13.6211,14.49,15.35,20.0,22.8,25.9744,27.8,29.65,31.5011,33.3522,35.3041,36.6,38.0,39.3833,,,,
GAB,2.97907,4.89326,5.4892,5.767,7.5,9.5,13.0,18.0,24.0,30.538,38.0712,45.7845,48.0523,51.6049,55.4202,59.5176,63.9179,68.6436,70.7069,71.9256,
GBR,65.61,70.0,68.82,75.09,78.39,83.56,85.0,85.38,87.48,89.8441,91.6133,92.0003,94.7758,90.4246,90.692,92.5166,94.8182,96.1965,96.2989,96.2988,
GEO,3.88622,6.07946,7.52688,8.26,10.01,20.07,26.9,31.52,36.94,43.3,49.1025,47.5698,58.4593,59.7055,62.7179,68.8467,72.5316,76.4427,78.7113,81.8843,
GHA,1.7168,1.8312,2.72318,3.85,4.27,5.44,7.8,9.0,10.6,15.0,19.0,23.0,28.0,37.8842,43.0,22.0732,62.5176,68.6,69.3607,69.9445,
GIB,32.8861,39.0701,45.2986,51.61,58.0,65.07,65.0,65.0,65.017,,,,94.4445,,,,,,,,
GIN,0.508819,0.542254,0.637492,0.780025,0.92,0.94,1.0,2.0,3.1,4.5,6.4,9.2,13.1,18.7,21.83,22.6255,23.4499,24.3044,24.6954,26.5014,
GMB,3.308,3.799,5.23769,6.20504,6.88,7.63,9.2,10.8703,12.4492,14.0,15.56,17.6,19.9,22.5,28.3,31.1183,34.2172,37.6247,44.0389,45.9137,
GNB,1.80814,1.90137,2.0572,2.2063,2.35489,2.30328,2.45,2.672,2.89399,3.1,3.32,6.1,13.8,14.8,15.7,17.9215,20.4573,23.3519,27.5672,32.4661,
GNQ,0.84393,1.14979,1.27919,1.55712,1.82,2.13,6.0,11.5,13.9432,16.4,18.86,21.32,23.78,26.24,,49.1337,55.0013,58.7173,59.3433,60.3661,
GRC,21.42,24.0,32.25,35.88,38.2,42.4,44.4,51.65,55.07,59.8663,63.2073,66.835,69.0879,69.893,72.2384,75.6712,78.1158,78.4943,83.1707,85.0102,86.2697
GRD,19.5706,20.4878,21.396,22.29,23.18,24.05,27.0,30.0,32.0,35.0,51.6,52.5,53.3,54.2,61.4,64.3128,67.3637,70.5594,74.2689,74.1201,
GRL,56.099,57.7034,59.3617,61.07,62.82,62.83,63.0,64.0,64.896,65.8,66.7,67.6004,68.5009,69.4825,,,,,,,
GTM,5.1,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16.0,19.7,23.4,28.8059,34.5093,37.9,41.5,44.401,47.5123,50.8416,55.4086,56.0535,
GUM,36.1618,38.5599,43.8514,46.1505,48.4187,50.642,54.04,57.7,61.5342,65.4,69.27,73.14,77.01,80.5055,,,,,,,
GUY,3.7,5.7,8.9,13.8,18.2,23.9,29.9,30.0,30.5,31.0,32.0,34.0,35.66,42.7,48.5989,55.3127,62.954,71.6509,78.3924,81.7221,
HIC,,52.9,55.7,61.3,64.0,66.4,69.0,70.4,73.7,75.1,77.0,78.3,82.5,84.2,86.3,87.5,88.4,90.0,91.0,91.9,93.0
HKG,56.3999,56.9,60.8,64.8,66.7,69.4,72.0,72.2,72.9,74.2,79.8663,84.9484,87.4794,89.4159,90.5074,91.7434,92.4131,93.0872,95.6136,95.9778,
HND,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,23.0,27.1395,29.5282,31.7358,36.0401,39.3884,45.2483,51.9516,56.3896,58.2789,
HPC,,,,,,,,,,,,,,,,,,,,,
HRV,30.91,33.14,37.98,41.44,44.24,50.58,56.55,57.79,61.94,66.7476,68.5679,69.845,72.6973,67.0962,75.2946,79.0798,78.3209,81.254,82.0716,83.2412,83.6324
HTI,5.40126,6.3762,6.796,7.2,7.6,8.1,8.37,9.0,9.8,10.6,11.4,14.2,22.8,27.2,32.4736,39.262,,,,,
HUN,27.74,38.97,47.06,53.3,61.0,62.0,65.0,68.02,70.58,72.6439,75.6532,72.8347,79.2594,76.7505,76.0744,80.3717,84.7712,88.6408,89.1428,91.4501,93.779
IBD,,8.7,10.5,13.7,17.1,20.7,25.0,28.5,31.5,34.0,36.4,39.1,43.2,46.6,50.3,56.3,65.4,70.3,74.4,77.3,79.9
IBT,,7.2,8.7,11.3,14.0,16.9,20.3,23.2,25.7,27.8,30.1,32.8,36.4,39.5,42.9,47.8,55.1,59.3,63.0,65.5,67.7
IDA,,2.2,2.8,3.7,4.2,4.9,5.9,6.8,7.9,9.4,11.6,14.2,16.9,19.2,22.0,24.2,27.0,29.8,32.8,34.5,36.4
IDB,,4.4,5.4,6.1,6.8,7.7,9.1,10.3,11.8,13.9,16.1,19.0,20.6,22.3,24.1,26.9,28.7,32.4,36.5,38.3,41.2
IDN,2.60029,3.60202,4.76481,5.78627,7.91748,6.92,10.92,12.28,14.52,14.94,17.1432,22.0627,25.4474,32.3358,39.9046,47.6906,53.7265,62.1045,66.4846,69.2084,72.7808
IDX,,1.0,1.5,2.3,2.8,3.4,4.2,5.0,5.8,6.9,9.0,11.6,14.9,17.5,20.9,22.8,26.0,28.4,30.7,32.5,33.9
IMN,,,,,,,,,,,,,,,,,,,,,
IND,1.97614,2.38807,2.8055,3.95,4.38,5.12,7.5,10.07,11.1,12.3,13.5,14.9,16.5,18.2,20.0813,29.5235,43.4054,,55.9,,
INX,,,,,,,,,,,,,,,,,,,,,
IRL,36.99,41.61,54.82,61.1583,65.34,67.38,69.85,74.89,76.92,78.2477,83.4917,83.4948,83.5,84.114,87.0001,87.0001,91.9999,96.4235,96.6206,96.4974,
IRN,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19.0,22.73,29.95,39.3536,45.335,53.2268,64.044,70.2006,72.4509,75.5699,78.5957,79.061,79.6309,
IRQ,0.9,0.9,0.952344,0.93,1.0,1.06,2.5,5.0,7.1,9.2,11.6453,15.2,19.9,49.36,33.9,44.3263,53.6778,65.0022,78.7156,81.7291,
ISL,83.88,87.0,89.51,90.6,91.0,93.0,93.39,94.8197,96.2098,96.5468,98.158,98.2,98.24,98.2552,99.011,99.5049,99.5328,99.687,99.8082,99.8301,
ISR,22.7705,25.194,27.8811,48.1281,59.39,63.12,67.5,68.8739,70.8,70.2503,75.0178,77.3521,79.6531,81.5812,83.7332,86.7879,90.1273,90.2969,91.8508,87.0384,88.1824
ITA,33.24,35.0,37.99,40.79,44.53,48.83,53.68,54.39,55.83,58.4593,55.6385,58.1417,61.3243,63.0773,74.3872,67.8507,70.4834,74.8623,85.0607,87.0278,89.2207
JAM,10.0,12.8,16.4,21.1,23.6,24.3,27.67,37.4386,33.79,37.1,40.4027,42.2212,44.3669,55.0721,68.2145,70.841,76.384,82.3607,82.4453,89.473,
JOR,11.6587,12.9329,13.8671,20.0,23.0,26.0,27.2,34.9,37.0,41.4,46.2,54.22,56.15,64.5,65.2,70.0847,78.4178,86.0,90.5,92.5344,
JPN,62.3939,66.9211,68.6853,74.3,75.4,78.0,78.21,79.0541,79.4964,88.2194,89.1068,91.058,93.1827,91.7265,88.7464,92.7304,90.2195,82.9141,84.9234,86.9815,
KAZ,2.65039,2.96171,3.26837,4.02,11.0,18.2,31.6,50.6,61.9066,63.3042,66.0,70.8299,74.5877,76.4267,78.9039,81.8776,85.9426,90.924,92.2969,92.8785,93.3917
KEN,3.02353,3.1019,3.6,4.4,5.2,6.1,7.2,8.8,10.5,13.0,16.5,16.5879,16.6,17.8271,19.5,22.6688,,,,35.0,34.9762
KGZ,5.09039,10.5338,12.3069,14.03,15.7,16.0,16.3,17.5,19.8,23.0,28.3,30.247,40.5,50.8,62.8,64.1,72.0,77.1177,82.5991,88.4701,
KHM,0.300437,0.317322,0.468357,0.49,0.51,0.53,1.26,3.1,4.94,6.0,14.0,6.43319,32.3985,32.9003,,52.3059,53.6508,57.9592,59.6606,60.7171,
KIR,3.5,4.0,4.5,6.0,7.0,8.97,9.07,10.0,10.7468,11.5,12.25,14.9,19.4194,25.3096,32.9864,39.5737,,,,88.0,
KNA,24.7377,34.0,38.5,43.5,49.2,55.7,63.0,63.2,64.0,64.6,65.4,66.2,67.0,67.8,68.6,69.4,70.2753,74.3716,75.5566,76.4208,
KOR,72.7,73.5,78.1,78.8,81.0,81.6,83.7,83.7591,84.07,84.77,87.5568,89.8963,92.843,95.0694,96.0229,96.1576,96.5051,97.5713,97.1686,97.416,97.8956
KWT,22.9271,25.9261,28.7912,34.8,42.0,50.8,61.4,65.7691,70.45,75.46,78.7,82.0,85.6,98.0,99.5988,99.5427,99.1059,99.7,99.7237,99.7473,
LAC,,16.2,20.4,23.3,25.9,30.3,34.0,38.7,42.1,45.1,47.7,53.3,56.4,59.2,62.6,67.9,73.3,75.3,76.6,79.7,81.4
LAO,0.361434,0.850357,1.16989,1.64,3.55,6.0,7.0,9.0,10.7477,12.5,14.26,18.2,21.87,25.5104,36.3,47.0323,54.0,62.0,62.7001,63.6255,
LBN,9.0,10.14,15.0,18.74,22.53,30.14,43.68,52.0,61.2498,70.5,73.0,74.0,76.11,78.1808,80.9,81.4812,82.0665,82.656,82.798,83.4933,
LBR,0.0310112,,,0.551377,0.53,2.0,2.3,2.5,2.6,3.2,5.41,10.0,15.7,16.3,17.2777,18.3141,19.4126,20.5771,21.8966,23.4979,
LBY,3.53284,3.91779,4.30105,4.722,9.0,10.8,14.0,14.0,15.2,16.5,17.76,,,,,,87.5754,88.5598,88.6412,88.4989,
LCA,21.3952,21.5676,24.5,27.9,30.0,31.0,32.5,34.0,45.865,49.4,53.2,57.3,58.2226,59.1601,60.1126,61.0805,62.064,63.0633,65.3544,70.0834,
LCN,,16.6,20.7,23.7,26.4,31.0,34.6,39.3,43.0,46.1,48.7,54.4,57.5,60.2,63.5,67.8,73.8,75.8,77.1,80.0,81.7
LDC,,0.7,1.0,1.8,2.2,2.6,3.3,4.0,4.8,6.0,8.2,10.7,13.8,16.2,19.5,21.2,24.1,26.1,28.2,29.9,31.4
LIC,,1.0,1.3,2.5,3.0,3.7,4.3,4.9,5.4,6.0,6.9,7.9,10.0,11.4,13.8,16.4,17.6,19.0,21.2,22.0,22.5
LIE,64.0074,63.3714,64.2142,65.0802,70.0,75.0,80.0,85.0,89.4077,93.8,95.21,96.6412,98.0939,99.5466,,93.1461,94.3499,95.5694,96.4528,97.3444,
LKA,1.44616,1.79205,2.53757,3.88,,,,,,,10.5,15.26,22.19,25.1,28.3,32.0,36.1847,44.4531,48.3,51.2,
LMC,,3.6,4.4,5.6,6.4,7.5,10.1,12.2,13.6,15.2,17.2,19.5,21.9,24.4,27.2,33.4,42.5,47.4,52.3,55.4,58.9
LMY,,,,,,,,,,,,,,,,,,,,,
LSO,2.17552,2.58025,2.97971,3.44543,3.58,3.72,3.86,7.0,10.0,15.0,22.0,25.0,32.4539,39.0,40.8,42.3017,43.6575,45.0567,46.5007,47.991,
LTE,,,,,,,,,,,,,,,,,,,,,
LTU,31.23,36.22,43.9,49.9,55.22,59.76,62.12,63.64,67.23,68.4529,72.1335,71.3781,74.3766,77.6153,79.7226,81.5819,83.0555,86.9305,87.7242,88.5029,
LUX,65.88,70.0,72.51,78.92,82.23,87.31,90.62,90.0299,91.9499,93.7765,94.6702,96.3767,98.1367,97.363,97.0613,97.1206,98.4596,98.6609,98.242,99.3479,98.7606
LVA,38.58,46.0,53.63,59.17,63.41,66.84,68.42,69.75,73.1199,75.2344,75.8261,79.2006,79.8421,80.1141,83.5772,86.1355,88.898,91.1796,91.0301,92.1879,92.7076
MAC,31.4841,34.8629,46.4,47.327,49.24,54.0,55.198,60.2037,61.31,65.8,69.7809,77.6001,81.643,83.1741,83.7941,86.4679,87.4623,88.4681,87.9696,89.1806,
MAF,,,,,,,,,,,,,,,,,,,,,
MAR,11.6079,15.0844,19.7712,21.5,33.1,41.3,52.0,46.1075,55.4161,56.0,56.7746,57.08,58.2712,61.7622,64.8039,84.1204,84.1204,88.1303,89.9,91.0,
MCO,52.4902,55.4648,61.476,64.3777,67.25,70.1,75.0,80.3,87.0,90.7,92.4,93.3633,95.2082,97.053,,83.3397,98.5709,99.0776,99.1497,99.1497,
MDA,10.6294,14.6303,19.6206,20.45,23.39,27.5,29.68,32.07,34.65,37.44,67.0,69.0,71.0,49.9,50.3,57.7605,58.2153,74.495,76.7412,80.2126,
MDG,0.525354,0.567722,0.607552,0.65,1.65,1.63,1.7,1.9,2.3,3.0,3.7,4.17397,4.71366,6.4,7.7478,9.37944,11.3547,13.7459,18.5532,20.3671,
MDV,6.58825,6.86961,11.0364,16.3,23.2,24.8,26.53,34.0,38.9301,44.1,49.28,54.462,59.5,65.0,70.9,77.4697,79.0978,81.9576,83.9119,84.6851,
MEA,,8.3,9.6,11.7,14.1,16.1,18.3,20.1,22.4,25.2,28.7,31.8,35.0,39.7,42.3,46.0,50.6,54.2,57.8,59.5,61.5
MEX,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.1763,39.75,43.46,44.3857,57.431,59.5404,53.0318,56.6596,69.6321,71.4902,75.6265,78.6322,81.1832,
MHL,3.59978,3.8787,3.79559,3.95,4.6,5.6,7.0,10.0,12.5,14.0,16.8,19.2824,29.7878,38.7012,43.8825,49.7575,56.4191,63.9726,64.8023,65.7177,
MIC,,,,,,,,,,,,,,,,,,,,,
MKD,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.4499,65.24,68.0585,70.3802,72.1568,74.5168,79.1678,81.4129,81.4055,81.8737,85.008,87.1819,
MLI,0.43282,0.507063,0.729627,0.81,1.57,1.8,2.0,2.2,2.8,3.5,7.0,10.33,14.0,18.9,21.4,24.9603,29.113,33.9565,34.3797,35.0921,
MLT,34.62,41.24,40.41,46.9,50.08,58.86,63.0,68.0198,68.1999,68.9138,73.1141,75.96,78.0751,81.0119,81.658,85.7786,86.8588,87.4698,91.5406,92.0727,
MMR,0.0243374,0.0652389,0.182048,0.217128,0.22,0.22,0.25,0.98,1.4,1.8,7.4,10.9,16.0,23.6211,29.379,36.5405,45.4477,56.5261,58.0112,58.5357,
MNA,,7.5,8.4,9.7,11.7,13.5,15.5,16.9,18.7,21.3,24.7,27.6,30.8,34.8,37.6,41.5,46.4,50.2,54.1,55.9,58.0
